
INST_WB = xxxxxxxx, PC_DEBUG = xxxxxxxx, O_CTRL = x, O_INSN_VLD = x, O_MISPREDICT= x,, LED_REG = xxxxxxxx, RD_ADDR = xx, WB_DATA = xxxxxxxx, time =                    0
INST_WB = a2dfe0ef, PC_DEBUG = 000015e0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000065, RD_ADDR = 01, WB_DATA = 000015e4, time =                27200
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000065, RD_ADDR = 05, WB_DATA = 10000000, time =                27216
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000065, RD_ADDR = 05, WB_DATA = 10000000, time =                27220
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000071, RD_ADDR = 00, WB_DATA = 00000000, time =                27224
qINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000071, RD_ADDR = 00, WB_DATA = 0000001c, time =                27228
INST_WB = 02e00513, PC_DEBUG = 000015e4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000071, RD_ADDR = 0a, WB_DATA = 0000002e, time =                27244
INST_WB = a25fe0ef, PC_DEBUG = 000015e8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000071, RD_ADDR = 01, WB_DATA = 000015ec, time =                27248
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000071, RD_ADDR = 05, WB_DATA = 10000000, time =                27264
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000071, RD_ADDR = 05, WB_DATA = 10000000, time =                27268
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27272
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                27276
INST_WB = 02e00513, PC_DEBUG = 000015ec, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                27292
INST_WB = a1dfe0ef, PC_DEBUG = 000015f0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 000015f4, time =                27296
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27312
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27316
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27320
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                27324
INST_WB = 02e00513, PC_DEBUG = 000015f4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                27340
INST_WB = a15fe0ef, PC_DEBUG = 000015f8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 000015fc, time =                27344
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27360
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27364
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27368
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                27372
INST_WB = 00000293, PC_DEBUG = 000015fc, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000000, time =                27388
INST_WB = 00000313, PC_DEBUG = 00001600, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00000000, time =                27392
INST_WB = 00628663, PC_DEBUG = 00001604, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 0c, WB_DATA = 00000000, time =                27396
INST_WB = fe628ee3, PC_DEBUG = 00001610, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 1d, WB_DATA = 00000000, time =                27412
INST_WB = 00c0006f, PC_DEBUG = 0000160c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00001610, time =                27428
INST_WB = 00100293, PC_DEBUG = 00001618, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                27444
INST_WB = 00100313, PC_DEBUG = 0000161c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00000001, time =                27448
INST_WB = 00628663, PC_DEBUG = 00001620, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 0c, WB_DATA = 00000000, time =                27452
INST_WB = fe628ee3, PC_DEBUG = 0000162c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 1d, WB_DATA = 00000000, time =                27468
INST_WB = 00c0006f, PC_DEBUG = 00001628, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000162c, time =                27484
INST_WB = fff00293, PC_DEBUG = 00001634, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = ffffffff, time =                27500
INST_WB = fff00313, PC_DEBUG = 00001638, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = ffffffff, time =                27504
INST_WB = 00628663, PC_DEBUG = 0000163c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 0c, WB_DATA = 00000000, time =                27508
INST_WB = fe628ee3, PC_DEBUG = 00001648, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 1d, WB_DATA = 00000000, time =                27524
INST_WB = 00c0006f, PC_DEBUG = 00001644, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00001648, time =                27540
INST_WB = 00100293, PC_DEBUG = 00001650, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                27556
INST_WB = fff00313, PC_DEBUG = 00001654, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = ffffffff, time =                27560
INST_WB = 04628a63, PC_DEBUG = 00001658, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 14, WB_DATA = 00000000, time =                27564
INST_WB = 0080006f, PC_DEBUG = 0000165c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00001660, time =                27568
INST_WB = fe628ee3, PC_DEBUG = 00001664, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 1d, WB_DATA = 00000000, time =                27584
INST_WB = 00100293, PC_DEBUG = 00001668, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                27588
INST_WB = 00528663, PC_DEBUG = 0000166c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 0c, WB_DATA = 00000000, time =                27592
INST_WB = fe528ee3, PC_DEBUG = 00001678, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 1d, WB_DATA = 00000000, time =                27608
INST_WB = 00c0006f, PC_DEBUG = 00001674, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00001678, time =                27624
INST_WB = 00100293, PC_DEBUG = 00001680, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00000001, time =                27640
INST_WB = 00000013, PC_DEBUG = 00001684, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27644
INST_WB = 00000013, PC_DEBUG = 00001688, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27648
INST_WB = 00100313, PC_DEBUG = 0000168c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00000001, time =                27652
INST_WB = 00000013, PC_DEBUG = 00001690, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27656
INST_WB = 00628663, PC_DEBUG = 00001694, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 0c, WB_DATA = 00000000, time =                27660
INST_WB = fe628ee3, PC_DEBUG = 000016a0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 1d, WB_DATA = 00000000, time =                27676
INST_WB = 00c0006f, PC_DEBUG = 0000169c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 000016a0, time =                27692
INST_WB = 00c0006f, PC_DEBUG = 000016a8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 000016ac, time =                27708
INST_WB = 971fe0ef, PC_DEBUG = 000016b4, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 000016b8, time =                27724
INST_WB = 00112023, PC_DEBUG = 00000024, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27740
INST_WB = 02e00513, PC_DEBUG = 00000028, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                27744
INST_WB = fe1ff0ef, PC_DEBUG = 0000002c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000030, time =                27748
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27764
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27768
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27772
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                27776
INST_WB = 02e00513, PC_DEBUG = 00000030, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                27792
INST_WB = fd9ff0ef, PC_DEBUG = 00000034, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000038, time =                27796
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27812
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27816
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27820
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                27824
INST_WB = 02e00513, PC_DEBUG = 00000038, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                27840
INST_WB = fd1ff0ef, PC_DEBUG = 0000003c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000040, time =                27844
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27860
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27864
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                27868
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                27872
INST_WB = 05000513, PC_DEBUG = 00000040, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 00000050, time =                27888
INST_WB = fc9ff0ef, PC_DEBUG = 00000044, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000048, time =                27892
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27908
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                27912
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 00000000, time =                27916
PINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 0000001c, time =                27920
INST_WB = 04100513, PC_DEBUG = 00000048, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 0a, WB_DATA = 00000041, time =                27936
INST_WB = fc1ff0ef, PC_DEBUG = 0000004c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 01, WB_DATA = 00000050, time =                27940
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                27956
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                27960
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 00000000, time =                27964
AINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 0000001c, time =                27968
INST_WB = 05300513, PC_DEBUG = 00000050, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 0a, WB_DATA = 00000053, time =                27984
INST_WB = fb9ff0ef, PC_DEBUG = 00000054, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 01, WB_DATA = 00000058, time =                27988
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                28004
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                28008
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 00000000, time =                28012
SINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 0000001c, time =                28016
INST_WB = 05300513, PC_DEBUG = 00000058, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 0a, WB_DATA = 00000053, time =                28032
INST_WB = fb1ff0ef, PC_DEBUG = 0000005c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 01, WB_DATA = 00000060, time =                28036
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                28052
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                28056
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 00000000, time =                28060
SINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 0000001c, time =                28064
INST_WB = 00d00513, PC_DEBUG = 00000060, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 0a, WB_DATA = 0000000d, time =                28080
INST_WB = fa9ff0ef, PC_DEBUG = 00000064, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 01, WB_DATA = 00000068, time =                28084
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                28100
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                28104
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 00000000, time =                28108

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 0000001c, time =                28112
INST_WB = 00a00513, PC_DEBUG = 00000068, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 0a, WB_DATA = 0000000a, time =                28128
INST_WB = fa1ff0ef, PC_DEBUG = 0000006c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 01, WB_DATA = 00000070, time =                28132
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                28148
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                28152
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000000, time =                28156

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 0000001c, time =                28160
INST_WB = 00012083, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 000016b8, time =                28176
INST_WB = 00000013, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 000016b8, time =                28180
INST_WB = 00008067, PC_DEBUG = 00000074, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000078, time =                28184
INST_WB = 00412083, PC_DEBUG = 000016b8, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 0000014c, time =                28200
INST_WB = 00000013, PC_DEBUG = 000016b8, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 0000014c, time =                28204
INST_WB = 00008067, PC_DEBUG = 000016bc, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 000016c0, time =                28208
INST_WB = 574010ef, PC_DEBUG = 0000014c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000150, time =                28224
INST_WB = 00112223, PC_DEBUG = 000016c0, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 04, WB_DATA = 00000000, time =                28240
INST_WB = 06200513, PC_DEBUG = 000016c4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 0a, WB_DATA = 00000062, time =                28244
INST_WB = 945fe0ef, PC_DEBUG = 000016c8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 000016cc, time =                28248
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                28264
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                28268
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 00, WB_DATA = 00000000, time =                28272
bINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000062, RD_ADDR = 00, WB_DATA = 0000001c, time =                28276
INST_WB = 06e00513, PC_DEBUG = 000016cc, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 0a, WB_DATA = 0000006e, time =                28292
INST_WB = 93dfe0ef, PC_DEBUG = 000016d0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000062, RD_ADDR = 01, WB_DATA = 000016d4, time =                28296
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 05, WB_DATA = 10000000, time =                28312
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 05, WB_DATA = 10000000, time =                28316
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006e, RD_ADDR = 00, WB_DATA = 00000000, time =                28320
nINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000006e, RD_ADDR = 00, WB_DATA = 0000001c, time =                28324
